issue,terriss,riveriss,mariss,region,claimdy,claim,dyadnum,chal,tgt,dyad,year,icowsal,icowsalc,salchal,saltgt,salold,saltan,salint,salintc,salintt,tchomechal,tchometgt,tcpop,tcresource,tcstratloc,tcidenchal,tcidentgt,tchistchal,tchisttgt,tcoffshore,tccontchal,tcconttgt,tcncontig,tcentirecl,tcarea,tclnarea,rcquantcl,rcqualcl,rcnavcl,rcrivtype,rchomechal,rchometgt,rcnavc,rcnavt,rcpopc,rcpopt,rcresourcc,rcresourct,rcpowerc,rcpowert,rcirrigc,rcirrigt,rcdamsc,rcdamst,rcterrclm,rcterrnum,mchomechal,mchometgt,mcresource,mcstratloc,mcfishing,mcmigrate,mcoil,mcoffshore,mcterrclm,mcterrnum,nbilat,attbilat,n3non,att3non,n3bind,att3bind,att3rd,nmidiss,midissyr,maxhost,maxfatal,nfatal,midfatyr,nwar,waryr,attemptsp,attemptst,attanyp,attanyt,attmult,attnone,recmid5,recmid10,recmid15,recmidwt,recfat5,recfat10,recfat15,recfatwt,recwar5,recwar10,recwar15,recwarwt,recno5,recno10,recno15,recnowt,recyes5,recyes10,recyes15,recyeswt,pacsett,tergen,terviol,tertot,version
1,1,0,0,1,12601,126,1,140,210,140210,1853,1,1,1,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,180,5.198497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12601,126,1,140,210,140210,1854,1,1,1,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,180,5.198497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,.9,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12601,126,1,140,210,140210,1855,1,1,1,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,180,5.198497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,.8,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12601,126,1,140,210,140210,1856,1,1,1,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,180,5.198497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,.7,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12601,126,1,140,210,140210,1857,1,1,1,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,180,5.198497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,.6,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12601,126,1,140,210,140210,1858,1,1,1,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,180,5.198497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,.5,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12601,126,1,140,210,140210,1859,1,1,1,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,180,5.198497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,.4,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12601,126,1,140,210,140210,1860,1,1,1,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,180,5.198497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,.3,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12601,126,1,140,210,140210,1861,1,1,1,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,180,5.198497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,.2,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12601,126,1,140,210,140210,1862,1,1,1,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,180,5.198497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.1,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12601,126,1,140,210,140210,1863,1,1,1,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,180,5.198497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12601,126,1,140,210,140210,1864,1,1,1,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,180,5.198497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12601,126,1,140,210,140210,1865,1,1,1,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,180,5.198497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12601,126,1,140,210,140210,1866,1,1,1,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,180,5.198497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12601,126,1,140,210,140210,1867,1,1,1,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,180,5.198497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12601,126,1,140,210,140210,1868,1,1,1,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,180,5.198497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12601,126,1,140,210,140210,1869,1,1,1,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,180,5.198497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12601,126,1,140,210,140210,1870,1,1,1,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,180,5.198497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12601,126,1,140,210,140210,1871,1,1,1,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,180,5.198497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12601,126,1,140,210,140210,1872,1,1,1,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,180,5.198497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12601,126,1,140,210,140210,1873,1,1,1,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,180,5.198497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12601,126,1,140,210,140210,1874,1,1,1,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,180,5.198497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12601,126,1,140,210,140210,1875,1,1,1,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,180,5.198497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12601,126,1,140,210,140210,1876,1,1,1,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,180,5.198497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12601,126,1,140,210,140210,1877,1,1,1,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,180,5.198497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12601,126,1,140,210,140210,1878,1,1,1,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,180,5.198497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12601,126,1,140,210,140210,1879,1,1,1,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,180,5.198497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12601,126,1,140,210,140210,1880,1,1,1,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,180,5.198497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12601,126,1,140,210,140210,1881,1,1,1,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,180,5.198497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12601,126,1,140,210,140210,1882,1,1,1,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,180,5.198497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12601,126,1,140,210,140210,1883,1,1,1,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,180,5.198497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12601,126,1,140,210,140210,1884,1,1,1,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,180,5.198497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12601,126,1,140,210,140210,1885,1,1,1,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,180,5.198497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12601,126,1,140,210,140210,1886,1,1,1,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,180,5.198497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12601,126,1,140,210,140210,1887,1,1,1,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,180,5.198497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12601,126,1,140,210,140210,1888,1,1,1,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,180,5.198497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12601,126,1,140,210,140210,1889,1,1,1,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,180,5.198497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12601,126,1,140,210,140210,1890,1,1,1,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,180,5.198497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12601,126,1,140,210,140210,1891,1,1,1,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,180,5.198497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12601,126,1,140,210,140210,1892,1,1,1,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,180,5.198497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12601,126,1,140,210,140210,1893,1,1,1,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,180,5.198497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12601,126,1,140,210,140210,1894,1,1,1,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,180,5.198497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12601,126,1,140,210,140210,1895,1,1,1,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,180,5.198497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12601,126,1,140,210,140210,1896,1,1,1,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,180,5.198497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12601,126,1,140,210,140210,1897,1,1,1,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,180,5.198497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12601,126,1,140,210,140210,1898,1,1,1,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,180,5.198497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12601,126,1,140,210,140210,1899,1,1,1,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,180,5.198497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12601,126,1,140,210,140210,1900,1,1,1,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,180,5.198497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12601,126,1,140,210,140210,1901,1,1,1,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,180,5.198497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12601,126,1,140,210,140210,1902,1,1,1,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,180,5.198497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12601,126,1,140,210,140210,1903,1,1,1,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,180,5.198497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12601,126,1,140,210,140210,1904,1,1,1,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,180,5.198497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12601,126,1,140,210,140210,1905,1,1,1,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,180,5.198497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12601,126,1,140,210,140210,1906,1,1,1,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,180,5.198497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12801,128,1,235,220,220235,1816,4,1,2,2,4,2,2,1,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,31000,10.34177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12801,128,1,235,220,220235,1817,4,1,2,2,4,2,2,1,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,31000,10.34177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12801,128,1,235,220,220235,1818,4,1,2,2,4,2,2,1,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,31000,10.34177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1.1
1,1,0,0,1,12801,128,1,235,220,220235,1819,4,1,2,2,4,2,2,1,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,31000,10.34177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,.9,0,0,0,0,1.1
1,1,0,0,1,12801,128,1,235,220,220235,1820,4,1,2,2,4,2,2,1,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,31000,10.34177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,.8,0,0,0,0,1.1
1,1,0,0,1,12801,128,1,235,220,220235,1821,4,1,2,2,4,2,2,1,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,31000,10.34177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,.7,0,0,0,0,1.1
1,1,0,0,1,12801,128,1,235,220,220235,1822,4,1,2,2,4,2,2,1,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,31000,10.34177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,.6,0,0,0,0,1.1
1,1,0,0,1,12802,128,2,220,140,140220,1826,5,2,2,3,5,2,3,1,2,0,1,2,0,0,0,0,1,1,0,0,1,1,0,31000,10.34177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12802,128,2,220,140,140220,1827,5,2,2,3,5,2,3,1,2,0,1,2,0,0,0,0,1,1,0,0,1,1,0,31000,10.34177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12802,128,2,220,140,140220,1828,5,2,2,3,5,2,3,1,2,0,1,2,0,0,0,0,1,1,0,0,1,1,0,31000,10.34177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
1,1,0,0,1,12802,128,2,220,140,140220,1829,5,2,2,3,5,2,3,1,2,0,1,2,0,0,0,0,1,1,0,0,1,1,0,31000,10.34177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
